"ReID","EQID","EvLat [°]","EvLon [°]","EvDepth [km]","Sta","StaLat [°]","StaLon [°]","Year","Month","Day","Hour","Min","Sec","Mag [Mw]","TectEnvi","Vs30 [m/s]","TypeVs30","EpiDist [km]","HypDist [km]","RupDist [km]","RupDist_PubliPlane [km]","RupDist_CMT [km]","RupDist_CSN [km]","Azimut [°]","Comp","Freq LowCut [Hz]","Freq HighCut [Hz]","PGA [cm/sec2]","PGV [cm/sec2]","Sa0.01 [cm/sec2]","Sa0.015 [cm/sec2]","Sa0.02 [cm/sec2]","Sa0.025 [cm/sec2]","Sa0.03 [cm/sec2]","Sa0.035 [cm/sec2]","Sa0.04 [cm/sec2]","Sa0.045 [cm/sec2]","Sa0.05 [cm/sec2]","Sa0.055 [cm/sec2]","Sa0.06 [cm/sec2]","Sa0.065 [cm/sec2]","Sa0.07 [cm/sec2]","Sa0.075 [cm/sec2]","Sa0.08 [cm/sec2]","Sa0.085 [cm/sec2]","Sa0.09 [cm/sec2]","Sa0.1 [cm/sec2]","Sa0.15 [cm/sec2]","Sa0.2 [cm/sec2]","Sa0.25 [cm/sec2]","Sa0.3 [cm/sec2]","Sa0.35 [cm/sec2]","Sa0.4 [cm/sec2]","Sa0.45 [cm/sec2]","Sa0.5 [cm/sec2]","Sa0.55 [cm/sec2]","Sa0.6 [cm/sec2]","Sa0.65 [cm/sec2]","Sa0.7 [cm/sec2]","Sa0.75 [cm/sec2]","Sa0.8 [cm/sec2]","Sa0.85 [cm/sec2]","Sa0.9 [cm/sec2]","Sa1 [cm/sec2]","Sa1.5 [cm/sec2]","Sa2 [cm/sec2]","Sa2.5 [cm/sec2]","Sa3 [cm/sec2]","Sa3.5 [cm/sec2]","Sa4 [cm/sec2]","Sa4.5 [cm/sec2]","Sa5 [cm/sec2]","Sa5.5 [cm/sec2]","Sa6 [cm/sec2]","Sa6.5 [cm/sec2]","Sa7 [cm/sec2]","Sa7.5 [cm/sec2]","Sa8 [cm/sec2]","Sa8.5 [cm/sec2]","Sa9 [cm/sec2]","Sa10 [cm/sec2]","AriasIntensity [m/s]","TotalDuration [sec]","SignificantDuration [sec]","BracketedDuration [sec]",
"""hide"":""hide""","[]","[]","""desc"":""from CSN"",""units"":""\u00b0""","""desc"":""from CSN"",""units"":""\u00b0""","""desc"":""from CSN"",""units"":""km""","[]","""units"":""\u00b0""","""units"":""\u00b0""","[]","[]","[]","[]","[]","[]","""desc"":""Moment Magnitude. From GCMT catalog or conversion equations from ML"",""units"":""Mw""","""desc"":""0 = subduction interface\r\n1 = subduction inslab\r\n2 = crustal""","""units"":""m\/s""","""desc"":""1 = Measured Vs30\r\n2 = Wang and Wang, 2015. For shear wave profile with z 5\r\n3 = infered Vs30 from slope topographic proxy and HVSR.""","""units"":""km""","""units"":""km""","""units"":""km""","""desc"":""Rupture distance from a published rupture plane"",""units"":""km""","""units"":""km"",""desc"":""rupture distance from a inference plane with centroid reported by CMT""","""units"":""km"",""desc"":""rupture distance from a inference plane with hypocenter reported by CSN""","""units"":""\u00b0""","[]","""units"":""Hz""","""units"":""Hz""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""cm\/sec2""","""units"":""m\/s""","""desc"":""total length of record"",""units"":""sec""","""desc"":""Arias Intensity between 5 and 95%"",""units"":""sec""","""desc"":""Total time elapsed between the first and last excursions of a specified level of acceleration (in this study =0.05g)."",""units"":""sec"""
DATASTART
"20001","50001","-33.24","-71.85","33","BIOB01S","-36.5972","-72.115","1985","3","3","22","47","40","7.9","interface","358","3","373.2308925","374.6869348","223.8073576","223.8073576","228.26","313.705","183.6446263","NS","0.02","30","57.41836054","9.25202213","57.41857645","57.52259564","57.52126047","58.14457399","58.49983424","60.53963954","59.70291078","59.8806435","60.31392226","59.31605099","57.87648739","57.39412424","60.06833033","60.29771439","58.56920555","58.05411673","61.10404392","65.85109724","64.19894654","98.39504174","103.0718902","108.4614319","147.4018691","121.7426621","156.9503964","138.6894971","149.4095507","149.6249625","150.2197692","117.6070005","107.407811","126.1158299","144.0137845","190.9793742","167.9460035","83.49739415","72.12942842","59.00602799","40.72865645","25.02723606","27.29514381","30.26061495","20.01220421","15.04407776","11.19964391","9.066742506","6.827960747","4.991100526","3.677903166","2.817523692","2.341851121","1.775619458","14.09681989","43.15","31.895","6.66",
"20001","50001","-33.24","-71.85","33","BIOB01S","-36.5972","-72.115","1985","3","3","22","47","40","7.9","interface","358","3","373.2308925","374.6869348","223.8073576","223.8073576","228.26","313.705","183.6446263","EW","0.152949767","30","53.74169523","9.212473086","53.74184773","53.82255873","54.04525479","54.99097069","55.0860885","54.86118491","56.50812193","56.02974494","57.07302149","57.83973879","56.33571319","58.13632051","59.0989273","58.3813907","58.4702757","56.32419685","53.83679883","54.32694555","71.92412385","83.23460668","88.87518985","102.4509063","139.9671125","117.8870499","129.6638891","144.8763873","183.9267958","172.8353613","153.4951123","192.8015188","207.1127239","183.2083514","169.69992","172.4512847","104.5828095","89.29129185","64.75023372","48.89776737","33.05734075","34.31661275","36.3657592","32.91661536","15.34068304","-","-","-","-","-","-","-","-","-","12.68558848","43.15","32.44","0",
"20001","50001","-33.24","-71.85","33","BIOB01S","-36.5972","-72.115","1985","3","3","22","47","40","7.9","interface","358","3","373.2308925","374.6869348","223.8073576","223.8073576","228.26","313.705","183.6446263","Z","0.02","30","33.74597664","7.28724822","33.74598872","33.76342714","33.98079123","34.19144951","35.34006074","34.93106999","36.97445785","38.21236601","35.26424458","35.19184408","35.67017483","36.06259428","37.0761951","36.8027074","37.91109115","37.13001171","38.25130363","42.07843478","48.60800313","41.62705981","58.65863143","57.00049915","50.03825199","83.66899661","89.23949952","94.8960701","64.28871545","67.01846778","58.54792057","87.22214775","83.31292363","95.34076717","91.82453303","103.082577","103.601349","64.93533547","40.96808398","36.22474054","25.28210593","21.66808041","18.73677951","14.15158991","11.64811379","8.392142188","7.001954596","5.82483046","4.817570201","3.919283218","3.410193033","3.142381262","2.951690079","2.340623559","5.07675034","43.15","28.535","0",
"20002","50001","-33.24","-71.85","33","RANC01S","-33.94194444","-71.73694444","1985","3","3","22","47","40","7.9","interface","108","3","78.56026392","85.20982964","32.88862485","32.88862485","35.71","43.085","172.3544702","NS","0.171294429","50","244.0688498","8.651689937","244.1059491","268.7379271","303.2120768","281.2086381","317.8932792","286.3899205","289.4429107","280.0735776","265.5499712","226.0387528","290.6886369","255.011419","233.6847671","272.0625465","256.8673759","333.8714763","390.8526189","477.1889354","395.7895964","325.2044443","417.2974188","377.4961152","260.1927896","329.876693","205.7728354","289.4378017","178.7691914","123.800071","130.7068726","101.0241377","108.5579111","113.5846646","130.7547142","114.5426091","143.0955706","66.7634275","39.81964895","31.5985632","12.25445504","9.526614966","6.236473242","4.075578967","-","-","-","-","-","-","-","-","-","-","40.13198642","91.74","23.045","25.145",
"20002","50001","-33.24","-71.85","33","RANC01S","-33.94194444","-71.73694444","1985","3","3","22","47","40","7.9","interface","108","3","78.56026392","85.20982964","32.88862485","32.88862485","35.71","43.085","172.3544702","EW","0.333930412","50","138.9746531","6.429018449","139.019843","159.8954058","215.7306096","199.7574643","209.9713073","291.6827495","295.6378498","303.2265851","254.1834798","229.9337729","224.0644591","215.7015093","188.5317448","225.5594677","232.3735258","277.9451712","297.6302419","246.1933353","215.5041211","330.2145789","146.6012544","182.8930715","205.186017","131.828575","112.9311545","101.8421526","99.93396009","108.2071156","109.8738079","109.5685604","92.25706341","60.97242476","50.25427877","58.49078241","47.68214998","43.75093846","45.40497537","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23.25834349","91.74","28.795","21.68",
"20002","50001","-33.24","-71.85","33","RANC01S","-33.94194444","-71.73694444","1985","3","3","22","47","40","7.9","interface","108","3","78.56026392","85.20982964","32.88862485","32.88862485","35.71","43.085","172.3544702","Z","0.306624381","50","84.22279391","4.412182439","84.23991018","105.793626","154.721533","183.0132674","189.5775747","163.4024031","162.0031292","158.1832553","152.2537125","176.2877163","172.494529","164.7175933","148.1851384","139.7880773","131.2269039","138.7056336","139.4420609","191.0679763","205.4558664","145.3643343","143.1337135","103.6164588","102.512949","129.9010075","108.1277123","97.29082511","69.05745052","89.36563723","115.3696827","101.4146071","69.39609673","53.23219965","57.3399839","54.09112487","53.21376852","34.40988957","30.34632884","14.66391854","-","-","-","-","-","-","-","-","-","-","-","-","-","-","17.10702612","91.74","29.845","13.605",
"20003","50001","-33.24","-71.85","33","RANC02S","-34.58638889","-70.98305556","1985","3","3","22","47","40","7.9","interface","666","1","169.5002039","172.6827123","70.8344991","70.8344991","73.855","110.985","152.0119478","NS","0.141817681","25","283.16535","24.61226801","283.1683752","284.5070084","285.7717895","290.660958","296.1995636","310.3625208","347.7402302","356.7506308","424.0621548","447.3069319","507.8316942","565.6198618","526.7404938","551.9198896","656.9637457","582.8228088","533.6324984","667.6097788","637.4637673","843.3331375","707.8347209","931.2792033","1201.553865","966.7515177","770.1913217","532.5515423","467.211246","365.0656751","330.6111288","251.9612265","348.2512041","306.9473814","203.4460099","207.798634","186.8268481","183.181993","194.145304","138.8059879","53.18843717","28.5680344","17.08059217","12.75832539","10.18606441","8.253266802","-","-","-","-","-","-","-","-","194.4057053","81.205","24.65","31.39",
"20003","50001","-33.24","-71.85","33","RANC02S","-34.58638889","-70.98305556","1985","3","3","22","47","40","7.9","interface","666","1","169.5002039","172.6827123","70.8344991","70.8344991","73.855","110.985","152.0119478","EW","0.237315583","25","332.6051541","23.93455138","332.6064625","333.2136615","333.2144927","336.2621312","344.5844338","356.6985317","375.3879125","399.1705591","422.4861925","445.7862448","422.8146472","550.1421604","552.8641667","729.8573126","809.7821602","900.0835908","858.6939213","828.4234114","732.4827608","1284.023886","812.3672824","1127.961768","671.7184409","521.3603824","407.2675526","391.482281","462.5725351","381.7648195","417.037698","388.5415537","378.8025744","383.0100065","476.4298396","525.8841668","444.7972171","130.1021594","160.1609196","108.6105174","72.02021095","-","-","-","-","-","-","-","-","-","-","-","-","-","204.9910156","81.205","26.495","34.42",
"20003","50001","-33.24","-71.85","33","RANC02S","-34.58638889","-70.98305556","1985","3","3","22","47","40","7.9","interface","666","1","169.5002039","172.6827123","70.8344991","70.8344991","73.855","110.985","152.0119478","Z","0.285302724","25","127.0238926","9.391253869","127.026565","128.1886631","129.6866894","132.8194925","147.2777552","221.2067315","238.2820078","317.3992398","369.4585669","332.3423535","357.9754538","349.8629016","330.8478856","313.9615609","281.0506071","327.1794767","275.4378409","257.6009049","230.872644","236.2836787","238.5618032","325.9807444","249.5559835","177.1660223","199.8615743","162.2233261","139.3357397","169.415584","149.3384177","143.1463904","147.0620393","171.1255501","168.2792014","193.0328139","232.1046975","125.5462891","60.39933319","36.64058934","-","-","-","-","-","-","-","-","-","-","-","-","-","-","52.21447133","81.205","33.62","33.715",
"20004","50001","-33.24","-71.85","33","RANC03S","-34.3904","-72.0033","1985","3","3","22","47","40","7.9","interface","613","3","128.3881651","132.5613856","26.79009498","26.79009498","29.27","75.61","186.3044107","NS","0.17792486","25","240.8566829","13.86927637","240.8621821","243.298072","246.2392317","253.5241114","264.5397349","281.840086","314.8188545","370.5161158","369.1584049","350.59136","350.245068","399.6224722","464.1109541","435.1806846","438.4731104","482.264413","543.8034459","651.3813225","1236.33619","542.7667737","349.5173971","354.9451767","454.0523941","354.3649184","291.0980844","318.5122866","293.3331784","222.339846","177.9343302","226.1424675","237.283815","230.4280454","182.0845658","184.5227312","141.7553561","90.31010053","62.06856474","45.13625965","34.24869342","32.54188077","19.71023973","-","-","-","-","-","-","-","-","-","-","-","166.8768069","54.56","18.075","22.285",
"20004","50001","-33.24","-71.85","33","RANC03S","-34.3904","-72.0033","1985","3","3","22","47","40","7.9","interface","613","3","128.3881651","132.5613856","26.79009498","26.79009498","29.27","75.61","186.3044107","EW","0.258926747","25","185.8020077","12.64563788","185.8046048","186.9848262","187.7932591","189.5840427","200.1164662","227.7608775","280.8414365","292.0868999","277.0110141","349.9574953","391.74494","428.1785792","428.5027322","380.6913985","393.9772617","398.935584","367.6456351","434.7129152","659.2144581","385.8771503","350.5183497","365.098437","265.4691356","300.2475837","327.4238083","195.8249401","153.8878341","202.5540704","205.8004379","210.0904939","219.6256801","220.4094224","166.5099679","134.3525596","88.37371524","89.71172618","73.17330725","91.80424299","53.662563","-","-","-","-","-","-","-","-","-","-","-","-","-","91.91164211","54.56","19.425","20.09",
"20004","50001","-33.24","-71.85","33","RANC03S","-34.3904","-72.0033","1985","3","3","22","47","40","7.9","interface","613","3","128.3881651","132.5613856","26.79009498","26.79009498","29.27","75.61","186.3044107","Z","0.1","25","124.1700271","8.926842791","124.1721151","125.0972308","127.9237397","135.0037739","141.9347536","157.6048857","177.7322009","175.9241708","218.0345836","251.2024993","288.6028138","362.8822588","372.054164","318.1881696","374.2258421","417.8092019","367.4671592","372.9444937","265.6088727","176.3579517","130.7072021","140.906099","125.4622149","120.2159999","111.7607644","124.5282571","88.21160746","72.34054127","90.67407352","119.4999877","103.1196586","85.39189079","84.33842359","71.6107667","75.2151833","29.67074921","27.54794803","31.65415","24.29160325","20.05815195","17.38746119","14.75446821","12.26336911","10.13860937","8.42847201","8.821765528","9.738216241","10.15929768","-","-","-","-","31.23211834","54.56","21.855","18.23",
"20005","50001","-33.24","-71.85","33","SERE02R","-31.6358","-71.1694","1985","3","3","22","47","40","7.9","interface","502","3","189.0590273","191.9174713","105.8737928","105.8737928","187","121.705","19.97128244","NS","0.02","40","92.18482959","3.79746137","92.1868115","92.87752558","94.29412652","93.96853044","102.6952131","106.4160451","115.799271","127.8724934","152.7513863","189.6449118","176.7387138","181.5645276","158.4636568","178.2964063","171.2829453","164.7069971","189.7082771","192.0608479","286.1868944","329.7392328","229.5082757","159.8523044","148.3438071","129.0486347","120.2249279","97.92877566","79.07275828","71.31980377","57.56552347","66.71793015","60.6007712","48.50210877","56.20708318","65.06210089","55.84592515","21.36552545","14.01491528","9.085965401","5.93994611","5.10571184","5.629614996","4.092266872","3.555039798","2.53682135","2.49165706","2.556933636","2.705071524","2.54016422","2.123224544","1.817265342","1.472335056","1.128786076","25.05281007","58.84","41.155","20.455",
"20005","50001","-33.24","-71.85","33","SERE02R","-31.6358","-71.1694","1985","3","3","22","47","40","7.9","interface","502","3","189.0590273","191.9174713","105.8737928","105.8737928","187","121.705","19.97128244","EW","0.090935183","40","115.5599389","5.049039893","115.5618198","116.6526621","117.6227523","119.5108381","122.0436688","117.7772151","118.4634769","131.8408352","137.9915053","160.6351461","155.3284171","162.5574925","160.3975375","168.903518","176.8285336","210.5841934","256.2493349","236.2826476","219.3676334","306.2226222","443.3121022","260.9803018","194.944595","122.4317421","106.8655665","86.17223289","118.2903273","142.0546083","107.79741","80.70360018","65.53445619","71.22659143","58.9844416","50.07224624","60.16307579","25.28264411","10.34085787","5.581266641","5.292317833","6.471253254","5.411414095","3.393721979","3.883363001","3.274553765","3.112824898","3.081803243","2.661255355","2.205042492","2.392561491","2.526834284","-","-","30.9949311","58.84","41.365","19.89",
"20005","50001","-33.24","-71.85","33","SERE02R","-31.6358","-71.1694","1985","3","3","22","47","40","7.9","interface","502","3","189.0590273","191.9174713","105.8737928","105.8737928","187","121.705","19.97128244","Z","0.537549371","40","56.98009127","3.113159088","56.98370593","58.66219062","61.55482355","65.52355363","72.93835593","86.86069028","71.27888309","82.00356074","101.8884295","91.22663276","83.62599449","89.21975886","93.006534","129.7550265","127.9790195","103.0938606","114.9315965","149.4191233","106.1810907","130.9887187","138.0987021","107.6134963","67.95510309","82.2144479","101.2004709","64.30243831","55.47607762","54.06470756","57.14572663","59.08307447","57.58000203","54.62729581","47.96437258","40.79076147","42.22303712","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.996376666","58.84","42.415","0.01",
"20006","50001","-33.24","-71.85","33","SERE02S","-31.91666667","-71.51055556","1985","3","3","22","47","40","7.9","interface","450","3","150.1745125","153.7575501","69.48883938","69.48883938","149.6","83.52","12.34499393","NS","0.02","25","26.19491796","4.676324745","26.19517086","26.30642525","26.44969501","26.56246255","27.06849318","28.65222781","32.42062682","32.87329886","33.66710133","35.92460288","35.59105766","39.86050352","44.83668951","45.02136384","45.62901202","45.19469495","46.9819131","67.52629038","53.11002669","68.47387978","88.89944573","81.24521046","50.75054984","57.48386451","59.97119954","52.81318602","49.96167927","48.09621162","62.78004541","60.67274452","54.21506976","45.11938456","43.13898462","47.17176198","38.17250179","25.05333396","19.01593931","13.62009998","13.45596749","10.78153147","7.28709858","7.980494263","7.175399599","5.725798479","6.03216577","6.253386781","7.967444422","8.796447534","8.874294631","6.684866624","4.869072062","4.221087196","2.732484179","49.82","37.025","0",
"20006","50001","-33.24","-71.85","33","SERE02S","-31.91666667","-71.51055556","1985","3","3","22","47","40","7.9","interface","450","3","150.1745125","153.7575501","69.48883938","69.48883938","149.6","83.52","12.34499393","EW","0.02","25","38.03036698","5.900275157","38.03112528","38.37421492","38.85738051","39.54658775","40.70356181","41.06204141","45.34186809","46.40121791","42.12555282","48.83542378","48.65269588","56.35807483","58.19433446","50.94925239","55.83478866","66.73350552","68.13245652","64.33186219","78.28210758","73.87684206","104.8823141","78.88626435","77.35918712","66.51403537","88.3913967","82.48489657","96.5534145","67.04555587","57.95307982","48.88069323","53.21907349","53.12528105","54.4846577","52.73172096","48.45093255","21.75769073","17.69038385","10.49087138","6.453587551","7.231482701","7.992836279","5.598339008","6.345135506","6.548289111","6.336894337","7.122205143","7.15451385","6.552691512","7.031873867","7.102980333","6.689695977","5.307408263","3.521543629","49.82","33.575","0",
"20006","50001","-33.24","-71.85","33","SERE02S","-31.91666667","-71.51055556","1985","3","3","22","47","40","7.9","interface","450","3","150.1745125","153.7575501","69.48883938","69.48883938","149.6","83.52","12.34499393","Z","0.02","25","19.76644799","5.675304642","19.76660957","19.83905943","19.98006444","20.15754635","20.5588137","22.07821021","23.67230067","26.48439932","27.44480994","29.01883754","32.9010977","34.56297926","32.39267619","35.20058796","41.42035424","41.4264757","45.17715068","58.20390688","44.40884703","48.4759997","42.86576403","48.54209616","57.27314547","36.99193424","49.96338856","40.42023996","51.17922374","39.35846092","34.89467213","40.93853154","36.69770333","35.44978244","33.64898477","31.41522378","32.76795543","22.18326897","22.97245592","18.9071904","10.86802271","8.663906766","7.204309667","6.766627308","6.731333145","6.475834849","6.36983284","6.604311426","8.346668712","9.002870109","8.341644219","6.641536273","5.715406828","5.399583495","1.827263297","49.82","38.94","0",
"20007","50001","-33.24","-71.85","33","STGO01S","-33.686676","-71.213973","1985","3","3","22","47","40","7.9","interface","481","1","77.1379601","83.90032711","55.60537032","55.60537032","54.15","60.45","130.1347799","NS","0.1","80","671.7580205","35.26496731","671.7709164","677.3466554","682.558305","708.6820014","703.3336998","746.7586561","896.6434234","1087.911294","1102.169911","1039.938413","1196.680935","1161.547029","1385.367028","1493.695622","1492.91573","1527.603867","1264.648901","1331.796476","1458.655075","1853.334521","1656.430722","1533.927802","1890.209672","1206.882165","1028.155964","1009.105018","1035.646169","680.3328416","529.643633","451.6788976","487.8494009","540.2156002","468.1117052","330.9258085","241.8889602","279.5104324","111.7365463","92.04418568","100.4656103","84.7176697","98.37856021","84.55871346","50.43100928","39.26450709","43.07143822","41.90387664","32.09795665","21.48575183","-","-","-","-","908.6889737","79.31","25.01","61.7",
"20007","50001","-33.24","-71.85","33","STGO01S","-33.686676","-71.213973","1985","3","3","22","47","40","7.9","interface","481","1","77.1379601","83.90032711","55.60537032","55.60537032","54.15","60.45","130.1347799","EW","0.1","80","506.1341747","45.98458939","506.1411608","509.1676022","513.7503069","525.3677576","559.2985551","590.7895553","691.4848162","802.3197245","959.197626","1130.209774","1318.822224","1553.835022","1195.270908","1369.146318","1240.269151","1035.579355","1065.783801","1193.714956","1708.126422","1751.902524","1582.205266","1842.777521","1516.171519","1247.661098","995.6986159","797.0684522","874.524218","998.8732002","878.9798065","849.2092956","851.2987009","1013.536257","910.2791574","605.9514794","570.3697847","209.1987848","129.6729854","107.3117063","76.45081324","65.81162388","56.02702649","37.71938406","41.83733941","46.44392246","60.58509034","59.29964615","51.37597665","42.98414049","-","-","-","-","988.7523944","79.31","22.28","59.755",
"20007","50001","-33.24","-71.85","33","STGO01S","-33.686676","-71.213973","1985","3","3","22","47","40","7.9","interface","481","1","77.1379601","83.90032711","55.60537032","55.60537032","54.15","60.45","130.1347799","Z","0.197344344","80","239.7992491","14.97557655","239.8113595","245.3838118","253.0819979","268.0016109","295.3049723","388.5309893","532.2370609","553.972416","664.8767285","724.5460866","720.8208395","714.9374382","703.4901711","741.0870777","800.0580136","771.3639065","745.2328816","547.3776419","476.4193251","446.9598415","408.059317","449.1708269","342.543245","271.8396701","284.6840094","219.6063799","231.7582582","233.3715714","322.6892586","274.4820441","243.6432325","215.5507109","238.3650914","217.3175883","175.8074691","80.50094675","62.80778936","63.1865112","53.08358288","34.50803484","26.72619719","-","-","-","-","-","-","-","-","-","-","-","176.0848162","79.31","30.865","47.265",
"20008","50001","-33.24","-71.85","33","STGO03S","-33.44416667","-70.645","1985","3","3","22","47","40","7.9","interface","412","3","114.4365371","119.0996265","81.96031656","81.96031656","78.78","92.495","101.7434484","NS","0.02","50","122.0954745","18.28353409","122.0969348","122.7768593","124.3644696","133.1029807","134.0210945","143.0237267","165.5450275","167.8847527","170.6699278","174.6634391","178.2879097","186.3562443","211.3679303","245.0973272","264.9470749","263.7936595","250.6040171","271.6619104","334.1963194","381.2964013","348.7972012","326.9111751","250.4648418","294.3616542","324.4889972","403.8028333","250.0252536","246.4237263","340.1713505","279.1986984","236.3800413","179.5444155","169.5840929","147.2475775","151.4822159","74.54123968","44.59957245","33.73074186","23.02558641","18.27715598","22.67448709","16.70441705","15.50263285","15.13778349","12.22112573","11.29323892","8.336332915","9.142090373","9.392629814","11.52004493","11.98748159","8.59966254","47.93984802","96.3","36.115","25.295",
"20008","50001","-33.24","-71.85","33","STGO03S","-33.44416667","-70.645","1985","3","3","22","47","40","7.9","interface","412","3","114.4365371","119.0996265","81.96031656","81.96031656","78.78","92.495","101.7434484","EW","0.02","50","117.6689674","19.44851361","117.6715216","118.9210699","120.3568813","124.6493933","132.8396236","124.1047519","146.6238836","148.5209787","167.7569127","183.1122737","196.731353","199.1903376","178.8625842","182.7194267","247.5835332","278.088327","243.3056405","245.1029106","315.7079416","334.9607702","321.0303563","349.842863","353.9323335","270.4366167","261.7003743","215.8465891","288.1306029","247.9507899","239.3347041","176.4600104","170.449712","151.7455629","177.8607128","167.1733232","121.7375963","106.4060416","77.73443249","53.18709962","46.39204981","42.8536366","36.90508869","22.84787259","17.56276662","12.43536858","10.89323845","12.05296202","13.15628511","13.70532087","13.2932065","10.92385565","10.0493689","7.291916062","51.04421731","96.3","38.145","21.275",
"20008","50001","-33.24","-71.85","33","STGO03S","-33.44416667","-70.645","1985","3","3","22","47","40","7.9","interface","412","3","114.4365371","119.0996265","81.96031656","81.96031656","78.78","92.495","101.7434484","Z","0.02","50","93.65368565","16.7068041","93.65677764","94.96757325","98.89529304","103.8200188","113.7795139","115.632963","134.4427721","139.1541884","142.1349757","149.271197","143.6114428","188.6537431","183.0661243","157.2406599","159.6922262","180.4643686","179.7517938","180.1049355","191.1103202","237.7563724","288.0923783","256.3392642","270.2341382","272.0064397","182.3407406","201.3295493","143.0639249","122.6928676","107.7811581","108.1448867","85.23001862","85.54340789","79.79304802","66.36342366","63.84482687","45.67231163","39.34140326","23.94517123","19.83303191","13.44510879","10.98110087","8.713733133","10.60900573","10.13884225","9.256150053","10.75744736","10.3927354","11.37189028","13.34528118","11.9331156","14.21801019","11.84292495","32.81707245","96.3","41.25","24.55",
"20009","50001","-33.24","-71.85","33","MAUL03R","-35.429877","-71.664912","1985","3","3","22","47","40","7.9","interface","537","1","243.5159477","245.7417685","99.46124229","99.46124229","103","183.78","176.0413278","NS","0.171642163","60","164.3263542","11.63799843","164.3177226","174.085454","192.5637375","181.87203","191.1359924","185.7916684","171.5575621","174.9545284","182.861758","189.6826667","205.1843659","209.7037899","222.4528192","276.3264296","287.5375027","250.0317604","278.29371","350.5081885","503.9438597","332.7244888","469.1223879","344.3565711","427.1203575","462.1168677","318.0291396","340.4521042","279.1389944","207.0836434","209.8407966","228.0575439","213.0985349","230.6752337","217.3504064","172.5613037","153.5964798","117.5280109","71.15423181","37.71879495","29.54053614","22.97909782","15.18577672","10.54691163","-","-","-","-","-","-","-","-","-","-","83.94183032","69.235","25.295","21.295",
"20009","50001","-33.24","-71.85","33","MAUL03R","-35.429877","-71.664912","1985","3","3","22","47","40","7.9","interface","537","1","243.5159477","245.7417685","99.46124229","99.46124229","103","183.78","176.0413278","EW","0.254148847","60","168.0165541","9.038778527","168.0181002","174.1241799","174.4427118","178.1558623","186.4654317","184.0898928","187.824702","171.2392216","175.7591143","194.9443325","205.6050403","229.1036827","268.1778789","313.0840778","311.6706226","285.4578873","264.5200992","313.9094252","549.5709557","411.2461087","474.6906934","464.9854892","588.0037199","351.6483226","392.1954627","326.7459451","319.9391061","265.5986705","205.3026092","216.8356717","228.0309602","173.9665741","135.6293099","118.3468848","112.3288474","64.15125812","37.10133577","19.25925409","12.56064292","-","-","-","-","-","-","-","-","-","-","-","-","-","82.98626486","69.235","29.87","28.095",
"20009","50001","-33.24","-71.85","33","MAUL03R","-35.429877","-71.664912","1985","3","3","22","47","40","7.9","interface","537","1","243.5159477","245.7417685","99.46124229","99.46124229","103","183.78","176.0413278","Z","0.1","60","80.31625148","7.536266078","80.35449755","87.32101696","130.9608146","96.27358095","120.5601545","119.929961","130.0231494","156.7616092","138.7091996","155.5100345","192.0796538","206.4598094","177.1828119","154.6134722","209.7292691","188.7546477","157.2809533","159.1330238","157.62088","139.6825244","148.036935","151.5322773","161.1529828","153.0852259","164.2504291","144.6920616","160.1561997","137.3421461","133.6025775","182.338035","185.1937316","167.2686314","142.9713715","115.7781788","87.73438608","56.4406318","28.71830472","15.39660531","7.766414612","7.887286925","5.797097445","5.433599526","5.720779487","5.294542523","3.7414366","3.109794046","3.057572633","2.552879299","-","-","-","-","22.21066592","69.235","36.005","14.15",
