"ReID","EQID","EvLat [°]","EvLon [°]","EvDepth [km]","Sta","StaLat [°]","StaLon [°]","Year","Month","Day","Hour","Min","Sec","Mag [Mw]","TectEnvi","Vs30 [m/s]","TypeVs30","EpiDist [km]","HypDist [km]","RupDist [km]","RupDist_PubliPlane [km]","RupDist_CMT [km]","RupDist_CSN [km]","Azimut [°]","Comp","Freq LowCut [Hz]","Freq HighCut [Hz]","PGA [cm/sec2]","PGV [cm/sec2]","Sa0.01 [cm/sec2]","Sa0.015 [cm/sec2]","Sa0.02 [cm/sec2]","Sa0.025 [cm/sec2]","Sa0.03 [cm/sec2]","Sa0.035 [cm/sec2]","Sa0.04 [cm/sec2]","Sa0.045 [cm/sec2]","Sa0.05 [cm/sec2]","Sa0.055 [cm/sec2]","Sa0.06 [cm/sec2]","Sa0.065 [cm/sec2]","Sa0.07 [cm/sec2]","Sa0.075 [cm/sec2]","Sa0.08 [cm/sec2]","Sa0.085 [cm/sec2]","Sa0.09 [cm/sec2]","Sa0.1 [cm/sec2]","Sa0.15 [cm/sec2]","Sa0.2 [cm/sec2]","Sa0.25 [cm/sec2]","Sa0.3 [cm/sec2]","Sa0.35 [cm/sec2]","Sa0.4 [cm/sec2]","Sa0.45 [cm/sec2]","Sa0.5 [cm/sec2]","Sa0.55 [cm/sec2]","Sa0.6 [cm/sec2]","Sa0.65 [cm/sec2]","Sa0.7 [cm/sec2]","Sa0.75 [cm/sec2]","Sa0.8 [cm/sec2]","Sa0.85 [cm/sec2]","Sa0.9 [cm/sec2]","Sa1 [cm/sec2]","Sa1.5 [cm/sec2]","Sa2 [cm/sec2]","Sa2.5 [cm/sec2]","Sa3 [cm/sec2]","Sa3.5 [cm/sec2]","Sa4 [cm/sec2]","Sa4.5 [cm/sec2]","Sa5 [cm/sec2]","Sa5.5 [cm/sec2]","Sa6 [cm/sec2]","Sa6.5 [cm/sec2]","Sa7 [cm/sec2]","Sa7.5 [cm/sec2]","Sa8 [cm/sec2]","Sa8.5 [cm/sec2]","Sa9 [cm/sec2]","Sa10 [cm/sec2]","AriasIntensity [m/s]","TotalDuration [sec]","SignificantDuration [sec]","BracketedDuration [sec]",
"20032","50002","-34.131","-71.618","37","MAUL04S","-35.33361111","-72.41666667","1985","4","9","1","57","8","7.1","interface","195","1","152.1467919","156.5811172","108.88","-","108.88","129.15","208.5077399","EW","0.606488271","50","44.1855453","4.117990852","44.18547345","44.66277873","47.62082094","48.49874118","48.49275286","48.40763541","47.1186908","45.55288956","46.36137334","49.8151569","50.55335901","51.27521124","48.98062972","51.24663958","49.94398455","51.21814463","48.62040972","47.45102236","72.93341999","131.7606174","149.7110373","176.7990898","196.2005735","178.445669","111.9610324","100.625487","113.980624","107.8116293","128.1193276","110.82057","105.1230068","84.69492507","81.72087048","73.05359999","84.03217533","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.934090208","25.15","19.55","0",
"20032","50002","-34.131","-71.618","37","MAUL04S","-35.33361111","-72.41666667","1985","4","9","1","57","8","7.1","interface","195","1","152.1467919","156.5811172","108.88","-","108.88","129.15","208.5077399","Z","0.02","50","23.19590884","2.650522962","23.19588464","23.52945313","25.27438998","26.67908745","28.46588393","27.36739816","28.66198174","26.49446487","27.03182751","27.41032394","27.34578683","28.70442347","30.94108719","29.2244454","35.40627955","40.16959645","35.60358393","36.28637344","60.19368389","59.12224654","90.28872924","90.98607701","83.62770881","50.39041997","53.26060157","53.98510317","47.25727481","44.16413972","43.34408218","47.32613563","45.08353266","35.19615634","28.13250265","24.79318796","20.13347208","6.319178388","10.51532722","9.810560496","6.533836479","5.307970979","7.151216815","5.30540639","6.237447413","6.337200822","6.642571205","7.538716854","8.268028295","7.754322353","6.59573219","5.466086526","4.662772996","3.099437755","1.356731928","25.15","17.94","0",
"20033","50002","-34.131","-71.618","37","MAUL06S","-34.95805556","-72.18333333","1985","4","9","1","57","8","7.1","interface","632","3","105.4052119","111.7106025","68.455","-","68.455","84.27","209.3328102","NS","0.028607507","25","160.4157683","9.32701001","160.4168297","160.9175481","161.7719953","163.7106005","165.0064628","177.1421431","183.829168","180.4425611","179.2191826","183.8629178","179.1216462","181.342553","191.3138078","221.4529511","229.5682736","233.7552233","257.7881912","318.3022236","443.639368","349.9443074","380.125603","395.4285842","577.4494814","563.3338602","422.1459607","330.9736385","250.4162591","245.7021133","187.3576708","154.6403263","132.7637249","119.5905566","116.8080595","104.6420636","84.34483178","29.45589947","15.85489147","12.10002449","7.324158633","6.517869837","5.91873","6.119247864","4.751440912","4.708456139","4.14161606","5.055947398","6.274668097","7.031851792","6.438958771","5.050842753","3.873339697","2.484090481","37.23981846","28","10.965","9.345",
"20033","50002","-34.131","-71.618","37","MAUL06S","-34.95805556","-72.18333333","1985","4","9","1","57","8","7.1","interface","632","3","105.4052119","111.7106025","68.455","-","68.455","84.27","209.3328102","EW","0.051858275","25","113.8210669","8.762381094","113.8221803","114.3234885","115.0468225","115.6751472","116.4022202","122.3191019","120.9630002","129.2359521","137.4597916","132.5901823","135.4895695","155.6863378","180.3334533","180.5984217","220.4630562","213.3070411","188.439087","195.6348011","328.9174831","267.9693948","499.6529514","591.9517385","375.0788051","217.1057227","220.0231839","181.8621149","168.3999188","156.7300424","150.5872699","119.0862293","94.25018188","82.41390725","73.17190108","65.0716662","62.41320218","48.50114921","28.66247976","18.63257489","14.56386813","11.32585689","10.63695834","6.344483446","4.283198607","3.918397423","4.487688918","5.56165002","5.448216681","4.081764987","3.604807562","3.50019933","3.380856566","2.883886507","31.35939541","28","13.38","8.525",
"20033","50002","-34.131","-71.618","37","MAUL06S","-34.95805556","-72.18333333","1985","4","9","1","57","8","7.1","interface","632","3","105.4052119","111.7106025","68.455","-","68.455","84.27","209.3328102","Z","0.028302918","25","54.11147356","5.146319182","54.11209463","54.39657107","54.83703059","55.40659001","56.4794427","56.78924414","65.60915294","58.86879132","68.6081816","67.85221424","84.51523061","101.1273611","106.554479","110.2847964","103.7048208","113.0099251","109.6972647","106.7920496","232.6373139","125.2039482","127.8546649","135.7346475","128.6228714","64.4448042","52.60105222","50.55464218","48.73783328","58.57144591","75.18510365","72.37466468","69.04688129","56.28544639","46.1783151","41.20497425","45.64749139","16.67392294","17.45451929","16.06522749","11.99388647","8.784662809","7.170376017","8.784636304","7.934490923","7.889564888","6.055431934","5.42219709","5.381783814","5.935188669","6.196650097","5.856619742","5.447858484","4.635997074","4.524860517","28","17.495","0",
"20034","50002","-34.131","-71.618","37","VALP05S","-33.19333333","-71.6975","1985","4","9","1","57","8","7.1","interface","570","3","104.2635676","110.6340432","108.425","-","108.425","87.7","355.9225681","NS","0.1","30","31.23029683","2.166997482","31.23139137","31.72508171","32.32786679","33.05334227","35.87786742","36.86474963","36.18689666","38.46994293","40.7302596","41.55744336","43.29709133","56.90104548","49.42611265","52.04830944","60.04692998","52.92692567","59.08176391","49.47936535","52.76032166","64.23873533","59.62015804","71.1959026","63.82545545","73.2191565","58.97303343","63.28216014","56.74236039","32.28131734","30.89424802","28.3212675","28.0434353","31.15645543","30.81898555","31.19583027","22.59746707","10.97962475","12.13202789","6.181266509","7.977951995","4.046666329","3.473908872","2.929905294","2.566277605","2.58408861","2.606948102","3.0017384","3.148413894","2.925077558","-","-","-","-","0.869418936","17.285","9.29","0",
"20034","50002","-34.131","-71.618","37","VALP05S","-33.19333333","-71.6975","1985","4","9","1","57","8","7.1","interface","570","3","104.2635676","110.6340432","108.425","-","108.425","87.7","355.9225681","EW","0.1","30","31.23029683","2.166997482","31.23139137","31.72508171","32.32786679","33.05334227","35.87786742","36.86474963","36.18689666","38.46994293","40.7302596","41.55744336","43.29709133","56.90104548","49.42611265","52.04830944","60.04692998","52.92692567","59.08176391","49.47936535","52.76032166","64.23873533","59.62015804","71.1959026","63.82545545","73.2191565","58.97303343","63.28216014","56.74236039","32.28131734","30.89424802","28.3212675","28.0434353","31.15645543","30.81898555","31.19583027","22.59746707","10.97962475","12.13202789","6.181266509","7.977951995","4.046666329","3.473908872","2.929905294","2.566277605","2.58408861","2.606948102","3.0017384","3.148413894","2.925077558","-","-","-","-","0.869418936","17.285","9.29","0",
"20034","50002","-34.131","-71.618","37","VALP05S","-33.19333333","-71.6975","1985","4","9","1","57","8","7.1","interface","570","3","104.2635676","110.6340432","108.425","-","108.425","87.7","355.9225681","Z","0.1","30","18.55129027","3.038585253","18.55169479","18.74477984","19.03329932","19.72556962","19.39844056","21.24998971","24.74862503","29.52326277","30.16181194","32.27535129","31.87063441","29.82470043","29.03128215","36.38756434","32.85128878","34.2109144","34.05355215","42.61035838","40.27418113","56.24610403","31.04912387","34.23756246","35.84377654","53.08163303","30.10014753","27.24125016","28.13755072","28.29091191","31.65896184","28.89893694","31.77757982","32.77517348","25.66184745","17.83547472","14.45572858","14.45559585","8.301948747","11.83140591","7.090585565","6.60013436","5.849868652","5.535468716","5.413511567","5.032202371","4.298457928","4.207502612","4.253442888","4.192832572","-","-","-","-","0.474374031","17.285","12.37","0",
"20035","50002","-34.131","-71.618","37","VALP13S","-33.12944444","-71.59305556","1985","4","9","1","57","8","7.1","interface","219","2","111.1123771","117.1108891","116.305","-","116.305","95.365","1.200456464","NS","0.02","70","67.53358059","9.117859243","67.53364408","70.20142553","72.36351048","77.23779463","71.93445084","69.34529646","72.74261272","74.29835435","76.26789007","73.49571214","75.77287617","76.96694606","79.79080468","82.5819151","84.58907487","86.96035492","91.239411","89.76954499","129.5469914","149.8176187","115.0026596","116.98961","147.0472182","160.7828118","107.7175806","100.7408648","101.2615791","97.83165499","104.1146963","116.2843107","109.1599408","122.426273","159.0382902","194.1086387","246.5357478","47.87627263","17.7273386","15.28279824","11.37135157","10.03826038","9.276488331","9.318726956","5.993244798","4.134864296","2.979105317","2.762338373","3.380977578","4.106606877","4.23181289","3.699043803","3.250748449","2.103832692","9.224087789","33.4","18.2","1.08",
"20035","50002","-34.131","-71.618","37","VALP13S","-33.12944444","-71.59305556","1985","4","9","1","57","8","7.1","interface","219","2","111.1123771","117.1108891","116.305","-","116.305","95.365","1.200456464","EW","0.646446453","70","77.91826935","11.75427923","77.9180993","83.37101777","91.06875933","89.8397004","90.64883329","86.85559551","96.15642325","92.62895148","88.21348833","79.79787438","82.15624854","86.63462112","91.25692377","97.92309028","89.97356617","91.20196183","93.94685604","105.6058954","134.058437","133.1166134","154.1871105","139.0490748","185.0228343","132.9791677","104.1791491","103.4472501","120.1863913","177.4970824","208.2200356","204.0457493","217.7111031","183.2328577","218.7867686","247.5194855","238.3554416","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16.02629155","33.4","21.58","2.1",
"20035","50002","-34.131","-71.618","37","VALP13S","-33.12944444","-71.59305556","1985","4","9","1","57","8","7.1","interface","219","2","111.1123771","117.1108891","116.305","-","116.305","95.365","1.200456464","Z","0.02","70","35.50817899","4.847213532","35.50429528","37.70346784","46.1565969","53.94759733","47.09235485","43.62794461","45.66301978","41.28410681","42.67448088","44.434239","40.40300442","46.44973867","52.26941979","48.39646338","44.02183716","45.00257705","53.38771976","55.93840663","68.00029766","54.1666234","65.71312187","111.4107753","95.301972","124.1214897","106.6703231","104.2043752","109.147615","85.21054892","95.89850331","74.01411246","46.0867718","45.77090706","50.49563139","57.27972225","61.6813786","20.05410441","11.423177","7.440354233","6.032293056","7.613278031","6.78192152","8.321539942","5.479813171","4.17209553","4.562225938","4.866912966","5.51929467","5.840605107","5.647875858","5.36122778","5.1542263","4.922982744","2.992889513","33.4","23.185","0",
"20036","50003","-23.36","-70.31","47","ANTO03R","-22.0902","-70.2013","1995","7","30","5","11","57","8","interface","492","3","141.0605816","148.684524","115.3271692","115.3271692","154.385","79.52","4.561490615","NS","0.02","30","54.59705841","2.251403128","54.59889801","55.45046162","56.45170001","56.89462958","62.02782158","63.5374151","68.14824343","104.5187394","112.9339599","104.1182409","117.6022431","110.7598467","115.6309076","152.8483502","184.471031","194.5844565","203.0738372","225.1489165","159.0272086","113.0104306","99.63884856","82.05177238","72.8264961","54.44870921","55.73582343","52.71630099","49.63018781","45.13030247","39.90647599","41.90694972","31.16689248","29.11455014","31.41158763","28.67552532","36.61770386","13.84900185","7.508339308","3.270164261","1.695630402","1.234819799","0.817339912","0.636925073","0.512008558","0.427336567","0.363993944","0.31878926","0.278452971","0.248272185","0.225409309","0.204292856","0.186728531","0.162955623","12.05777665","61.765","42.59","0",
"20036","50003","-23.36","-70.31","47","ANTO03R","-22.0902","-70.2013","1995","7","30","5","11","57","8","interface","492","3","141.0605816","148.684524","115.3271692","115.3271692","154.385","79.52","4.561490615","EW","0.407538392","30","57.58271016","5.5694297","57.5849088","58.5660928","60.0517661","62.16355461","70.02106436","78.54519067","89.55164985","83.37439132","108.2550841","110.5682458","116.1798259","118.924167","121.2279765","125.267933","154.8358458","191.5306203","235.215218","222.7713068","125.5758117","138.3642847","115.8792817","112.130035","122.1204559","98.44722077","86.92150301","68.54725295","68.24964254","53.25663656","63.18500852","54.31193873","44.82087558","31.5545484","31.55017553","32.88601741","31.2005905","21.3312308","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13.1533717","61.765","39.075","4.355",
"20036","50003","-23.36","-70.31","47","ANTO03R","-22.0902","-70.2013","1995","7","30","5","11","57","8","interface","492","3","141.0605816","148.684524","115.3271692","115.3271692","154.385","79.52","4.561490615","Z","0.245637173","30","50.43973382","2.148638865","50.44190952","51.43230355","53.18445053","54.78020196","60.42803342","69.53385503","85.8322037","101.0272107","97.99541753","117.5823025","128.0660665","133.2191878","134.4054315","153.3833093","148.3980359","131.0268848","144.6461907","167.6650971","109.2737465","69.06874608","88.55130567","78.58907252","63.39464688","64.20459937","50.79301871","46.72048446","37.11412145","41.20591293","37.73579565","32.80738605","28.81977977","23.52563027","27.22535826","25.97183971","23.6020859","12.89648033","10.86868624","8.931354117","5.414051669","-","-","-","-","-","-","-","-","-","-","-","-","-","10.48601612","61.765","45.425","0",
"20037","50004","-33.63","-71.63","46","STGO01R","-33.4666","-70.6521","1996","2","22","13","40","58","5.9","interface","343","3","92.6087221","103.4039429","129.34","-","129.34","97.175","78.98500906","NS","0.243423898","50","49.22004503","1.837787302","49.22109521","49.69023239","50.35962868","52.4120349","54.15740086","62.40253508","72.46479872","83.27810292","83.08099425","82.20193932","100.3253594","136.6016162","128.5963733","113.4982691","107.6297053","131.9449615","137.3442651","110.0234831","132.9366983","127.6075872","113.588103","126.5183991","85.43807908","59.04592845","54.57349949","49.24322326","48.9744612","37.67640007","27.06256555","21.05104491","18.78191355","18.658314","18.89052508","16.315229","15.3181039","4.365019617","2.951892605","2.376594943","1.904773346","-","-","-","-","-","-","-","-","-","-","-","-","-","2.169476264","58.995","16.57","0",
"20037","50004","-33.63","-71.63","46","STGO01R","-33.4666","-70.6521","1996","2","22","13","40","58","5.9","interface","343","3","92.6087221","103.4039429","129.34","-","129.34","97.175","78.98500906","EW","0.1","50","59.00839028","2.10599267","59.00886302","59.19747556","59.25353427","59.97380944","61.71189565","64.7892348","67.437627","83.29440678","89.69692946","101.6160371","124.3396918","136.8410766","143.0441652","132.1182234","137.7769672","135.3483386","130.0733308","110.107794","131.4250138","187.5492921","132.2860322","189.3853578","79.60496796","80.8212438","65.3476673","48.86159052","38.32955637","25.88303469","22.10588014","23.8095614","25.84495746","24.9920063","23.58516095","23.94436382","17.1322374","7.281069433","5.677318518","3.538284624","2.157875867","1.609121595","1.152776806","0.882283115","0.721607792","0.58147384","0.478561694","0.412603475","0.359490413","0.315484488","-","-","-","-","2.514413114","58.995","10.72","0.58",
"20037","50004","-33.63","-71.63","46","STGO01R","-33.4666","-70.6521","1996","2","22","13","40","58","5.9","interface","343","3","92.6087221","103.4039429","129.34","-","129.34","97.175","78.98500906","Z","0.1","50","40.43071054","0.954347603","40.43150565","40.7373385","41.17859486","41.17104723","43.39140653","44.15064041","52.69489199","52.57273","66.01257672","59.74590112","63.49230551","88.50045694","109.3574927","107.4178029","120.6883488","116.2547431","111.0824166","144.7599799","103.2014016","110.6001299","60.03199852","32.44023425","39.71660568","40.03802166","24.26233437","24.55953034","21.80361198","21.76488386","16.23945585","15.65841638","13.65290811","9.908094427","10.10948103","10.5494841","7.647515962","3.076097317","1.966268564","1.478940803","1.396134792","1.28853021","0.967607297","0.819000095","0.781968793","0.669939591","0.463861399","0.368840296","0.318902018","0.270310395","-","-","-","-","1.881293733","58.995","20.28","0",
"20038","50004","-33.63","-71.63","46","VALP08R","-33.61583333","-71.62083333","1996","2","22","13","40","58","5.9","interface","316","1","1.786754165","46.0346879","59.955","-","59.955","44.12","28.43026996","NS","0.42962","40","125.6469182","4.921154455","125.6532686","129.5572251","137.3283087","161.8803256","213.4620319","242.4630649","333.8176381","358.9263794","301.1163675","347.9527637","385.6140225","355.2452407","392.921653","499.1688301","472.5218081","404.868667","401.0692355","318.6938766","490.7239224","246.2278581","311.8461007","422.8217453","278.6459474","315.419101","244.9362561","224.7090662","145.0551492","112.9079339","75.64887461","69.81710063","79.53388076","73.50167841","59.64913059","52.25866272","50.19428958","13.78634896","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20.72845865","31.065","10.475","5.43",
"20038","50004","-33.63","-71.63","46","VALP08R","-33.61583333","-71.62083333","1996","2","22","13","40","58","5.9","interface","316","1","1.786754165","46.0346879","59.955","-","59.955","44.12","28.43026996","EW","0.42962","40","212.8971889","5.52995492","212.9203618","224.4215522","232.6082073","265.1455123","393.304666","511.5417284","563.0913361","499.9717567","470.6716787","434.8639887","337.3897375","373.1513235","306.1922723","351.6895552","384.1109817","356.8322618","335.6271018","299.5322222","376.8772164","279.3283901","304.414656","258.6860703","233.2679246","359.0326963","231.4638013","199.4945552","136.2233542","106.47069","112.0549068","97.43089796","100.9412218","93.04539723","84.46395912","76.24105752","57.67933953","11.77377722","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23.23083497","31.065","11.33","5.405",
"20038","50004","-33.63","-71.63","46","VALP08R","-33.61583333","-71.62083333","1996","2","22","13","40","58","5.9","interface","316","1","1.786754165","46.0346879","59.955","-","59.955","44.12","28.43026996","Z","0.37381","40","186.8505288","4.926186939","186.8704438","195.3098942","212.0170355","274.7763621","299.6525319","470.1326534","501.2540411","609.6974908","464.155565","361.0145076","349.067615","395.2201649","339.1524623","293.7762018","316.0271273","374.9061799","452.2876072","531.4638688","567.0573139","484.1817456","373.7469995","252.737377","149.8757515","97.62079102","71.35513425","88.81936241","74.14172105","60.69005099","49.1801478","41.47523859","43.93025426","41.31904845","40.66510687","33.34162088","24.23044785","7.274319397","4.603881611","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23.4647894","31.065","10.875","7.465",
"20039","50008","-30.66","-71.79","44","SERE02R","-31.6358","-71.1694","1997","11","3","19","17","40","6.2","interface","502","3","123.3155445","130.9302238","95.415","-","95.415","123.975","151.4817556","NS","0.02","40","236.0476399","5.342493641","236.0609342","242.2186478","257.6516031","291.078159","302.2265936","318.1345327","322.5368553","449.7444599","464.6355524","498.3720975","541.1004578","456.4432158","344.414144","401.4586004","427.4301917","457.9526838","454.3454773","414.4679761","426.8134021","608.6761819","329.0431012","275.0915134","181.8053653","202.4785556","106.6930944","72.24779901","58.84359906","41.57164896","45.6703369","34.69740019","36.47695674","36.67066468","32.00274774","33.11297759","29.7777361","13.0842909","9.073603856","8.508315556","7.976274698","6.347272987","4.807289585","3.781641395","3.820732332","4.3983116","3.644720721","2.890757094","2.627510391","2.493352347","2.452769415","2.466234264","2.521426599","2.667052772","24.71784316","33.06","10.13","5.48",
"20039","50008","-30.66","-71.79","44","SERE02R","-31.6358","-71.1694","1997","11","3","19","17","40","6.2","interface","502","3","123.3155445","130.9302238","95.415","-","95.415","123.975","151.4817556","EW","0.035356994","40","238.605284","6.99770105","238.6139376","242.5685826","249.6012852","262.532433","288.5630976","243.7388171","306.4414916","300.8554321","344.5869285","408.0103678","472.9236405","444.4275129","431.0721572","396.9418315","409.387804","428.7368442","486.8893318","719.6580036","396.1824922","430.1972033","409.787257","413.4215671","367.6243423","272.6812401","197.1746183","159.4353198","143.6808629","114.5600252","89.99534831","68.78627086","46.12484792","41.12298699","41.67018386","37.36887236","26.98740874","16.04278397","11.46641802","8.819997341","9.072426913","5.234608653","5.23060451","4.514723617","3.854124568","3.681157779","4.025245095","4.313710558","4.247579717","4.228205113","4.095745228","3.750649669","3.553624557","3.004256546","24.09840801","33.06","10.515","5.25",
"20039","50008","-30.66","-71.79","44","SERE02R","-31.6358","-71.1694","1997","11","3","19","17","40","6.2","interface","502","3","123.3155445","130.9302238","95.415","-","95.415","123.975","151.4817556","Z","0.02","40","130.2828199","6.674949828","130.2926844","135.285018","142.8335755","149.3230714","185.974684","209.3954151","184.3759347","197.6638961","170.7177235","229.9993524","247.0428971","224.3929487","212.6712142","230.0283448","225.4118438","229.1305721","228.8138144","355.6128513","208.62301","155.8502215","182.5036672","162.7659336","170.0897754","151.2931787","103.9110186","88.55437696","88.5897565","79.68273718","71.19867138","61.76813685","56.75155055","52.321503","48.58941644","48.62002639","50.62908395","37.3965012","24.51953399","18.1543003","11.95414635","7.821579384","5.110811861","4.893658988","4.865449498","5.719886966","5.622934776","4.357999563","3.064033092","2.224504752","2.360320272","2.463384594","2.495334324","2.355704258","10.56173194","33.06","19.66","10.16",
"20040","50010","-24.02","-70.62","41","ANTO09R","-23.681","-70.4111","1998","1","30","12","16","20","7","interface","574","3","43.15761391","59.52797358","47.05","-","47.05","48.445","29.58591844","NS","0.02","40","54.5881793","5.366630749","54.59052034","55.97999093","61.09833819","72.49486409","92.8991106","99.38287787","105.8630427","97.03598194","109.7031911","131.0852589","125.7848496","155.2175385","169.4362167","148.4610352","184.113586","190.7062062","197.1174843","157.1280181","146.8168232","152.0990804","126.2130952","75.7192573","72.29840979","98.75655723","74.66656918","74.49893415","60.49841266","42.07431356","47.21975175","50.92436843","46.86582231","50.45583534","59.55834123","66.49022609","48.605482","27.90580575","26.58331119","24.81574548","19.82164439","12.33612022","7.613100355","5.465583881","4.217148898","3.57377253","3.070108477","2.66012713","2.319731193","2.033111905","1.789568542","1.581546467","1.403225318","1.479778164","7.326682808","32.56","21.48","0.005",
"20040","50010","-24.02","-70.62","41","ANTO09R","-23.681","-70.4111","1998","1","30","12","16","20","7","interface","574","3","43.15761391","59.52797358","47.05","-","47.05","48.445","29.58591844","EW","0.02","40","66.27267084","4.082305639","66.27681939","68.06133744","71.75336911","79.11714456","75.11043761","98.51711717","114.0286225","105.8534941","136.1939312","130.357013","126.9424471","111.0711808","117.6886121","113.6303887","111.2724982","130.730551","126.4394699","132.9434644","191.9012613","174.2793743","148.9908777","116.5542767","123.3341012","78.19391533","93.85310442","62.38121725","94.45845916","79.12041819","46.6483421","49.9045936","48.7327357","56.94647676","54.06327007","47.92045117","60.0906353","21.91883202","10.98161313","8.424999566","7.001154367","3.560922782","3.411972801","3.21037411","2.542405455","2.026337879","1.846698385","1.709988686","1.533909151","1.383202149","1.277265667","1.200735368","1.204317706","1.143071424","7.42304097","32.56","21.31","0.175",
"20040","50010","-24.02","-70.62","41","ANTO09R","-23.681","-70.4111","1998","1","30","12","16","20","7","interface","574","3","43.15761391","59.52797358","47.05","-","47.05","48.445","29.58591844","Z","0.615575047","40","53.70404859","2.036726405","53.71450306","58.22300889","69.74335209","83.74321288","140.7395078","171.8273795","232.9673357","163.9522182","190.2028583","190.349948","160.0166865","135.0163432","147.2112256","139.0937125","128.3935235","127.9234182","124.7586311","125.6665556","93.43850974","83.56230429","68.58207204","61.8701234","73.40694272","53.95983142","54.44033825","39.15874742","31.52218404","31.60540394","34.32535299","27.35654891","22.99824842","22.65317046","21.21936631","22.52029095","19.05728839","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.213112134","32.56","22.705","0.16",
"20041","50012","-32.38","-71.46","39","VALP08R","-33.61583333","-71.62083333","1998","7","29","7","14","29","6.4","interface","316","1","137.8810461","143.290554","145.205","-","145.205","134.69","186.2147111","NS","0.02","90","44.34786153","2.731340638","44.37132755","63.14756534","66.95874277","52.8240653","54.84287293","48.57686954","44.62754531","46.7074353","49.41589905","46.79217914","48.53770807","50.82804195","54.16378183","61.74409649","77.27719188","90.79999444","83.84093714","73.23151096","92.86565473","85.342207","153.0950368","131.5956838","166.0100597","138.8857158","89.97812048","95.68258408","87.47523095","53.6427434","53.93795701","57.18773857","50.79029074","45.63533942","34.39904006","24.92079544","18.12036478","5.776197399","4.517912781","3.887301218","2.93498439","2.677963536","2.167001911","2.509170829","2.073792872","1.576186019","1.543296169","1.794590476","2.111878888","2.061864852","1.686903896","1.415528608","1.183901453","0.735286259","3.426825336","25.76","17.22","0",
"20041","50012","-32.38","-71.46","39","VALP08R","-33.61583333","-71.62083333","1998","7","29","7","14","29","6.4","interface","316","1","137.8810461","143.290554","145.205","-","145.205","134.69","186.2147111","EW","0.1256","90","49.79789725","3.686163918","49.78703521","59.63083835","57.02087858","55.04024374","53.63662949","49.90047496","61.99405274","55.52412706","53.74871685","54.37599107","60.5682489","67.33155057","70.04341695","67.27678011","59.1730816","61.07742421","72.07913498","82.81811686","82.2879215","83.12279156","155.7600887","176.8017092","120.0888328","103.6664005","124.5848754","104.6833555","99.64521168","77.79051079","65.1978595","62.60886258","60.05868753","52.60645823","43.20854941","38.60108426","18.86905283","11.96435044","9.807781255","5.306149701","5.974153402","7.589883644","6.980802479","5.572541477","4.175553912","3.879399679","4.429546024","-","-","-","-","-","-","-","3.918688619","25.76","17.915","0",
"20041","50012","-32.38","-71.46","39","VALP08R","-33.61583333","-71.62083333","1998","7","29","7","14","29","6.4","interface","316","1","137.8810461","143.290554","145.205","-","145.205","134.69","186.2147111","Z","0.02","90","35.14287921","1.43757354","35.13754602","56.19919013","54.18085566","51.18531681","43.53977371","37.23024633","35.00042591","36.67577229","37.64439921","32.67782446","33.41898888","35.34702415","36.46880123","43.30246155","46.9068583","49.10430591","54.06869347","65.21272917","62.5500622","119.2706679","93.42139285","62.28781032","47.48194187","32.03539688","23.88610537","23.09600903","21.9043371","18.48568236","14.10380153","16.06351533","16.93911481","18.5305073","13.79954416","10.26310292","8.42217746","5.682334986","4.060204223","3.214813473","2.518643002","2.247231261","1.831173793","2.756557724","2.525967894","1.67670618","1.425431812","1.689593148","1.894063763","1.935151272","1.873491936","1.654606281","1.402894782","0.920602771","1.453876684","25.76","17.63","0",
"20042","50020","-17.28","-72.71","29.6","ARIC02R","-18.4824","-70.3134","2001","6","23","20","34","23","8.4","interface","387","2","286.7279869","288.251797","221.529397","221.529397","149.46","173.285","118.0176032","NS","0.02","60","211.0418344","19.88183968","211.0428194","211.7831032","213.0979965","212.8798756","221.1508214","223.5744152","233.8357996","239.085507","257.6345368","262.273449","279.9353895","272.4595428","291.0865098","320.5789217","340.7241542","361.2890752","371.312705","421.0904781","578.7163817","539.0394251","580.6085639","846.6825231","1027.108196","449.187718","320.5105503","351.1791028","449.411346","294.178899","284.0840641","309.6443991","311.5285926","260.3805016","204.7782125","156.5416851","128.2896023","90.94703366","78.69633652","84.27581193","73.54418009","71.60831207","63.85412536","48.15983348","39.33380256","28.36016678","20.5477027","15.0103093","12.65296597","10.77086924","10.64371707","11.1634077","11.00881408","8.998706332","100.9798287","128.955","23.525","17.58",
