[NGA-W2]
SNo	RSN	SF
1	1827	  4.5080
2	3682	  1.9866
3	1433	  3.6398
4	5968	  4.4113
5	3679	  1.6711
6	5681	  2.9783
7	1267	  2.9466
8	2461	  1.7012
9	6922	  4.4868
10	582	  1.4527
11	1483	  1.9454
