[NGA-W2]
SNo	RSN	SF
1	3268	  2.0113
2	862	  2.4784
3	1294	  2.0393
4	1268	  3.2746
5	6988	  4.5297
6	3665	  1.6893
7	838	  2.7910
8	787	  1.3167
9	796	  2.1013
10	6059	  2.0728
11	3663	  1.6229
12	3273	  2.1702
13	4851	  3.5627
14	3675	  1.5285
15	3758	  2.5626
16	1277	  2.9713
