[KiK-net]
Code_X	RecordID	SF
152467	CHBH161103111515	  2.5483
152547	IBRH171103111515	  2.1153
36694	ABSH130309260450	  2.1618
151337	CHBH111103111446	  3.0236
151475	IWTH111103111446	  2.2729
151613	NIGH081103111446	  1.9856
151480	IWTH161103111446	  1.5971
36795	IKRH030309260450	  3.3584
151315	AKTH181103111446	  4.7804
152463	CHBH111103111515	  4.5874
151789	YMTH121103111446	  4.2330
36766	HDKH020309260450	  2.1044
36960	TKCH110309260450	  3.8801
